config_id,temperature,lr,z_dim,batch_size,weight_decay,fold,probe,balanced_accuracy
config_8,0.5,1e-05,512,1024,0.0,4,knn,0.8333333333333333
config_8,0.5,1e-05,512,1024,0.0,2,knn,0.6833333333333333
config_7,0.5,0.0001,256,1024,0.0,3,knn,0.8333333333333333
config_42,0.5,0.001,512,1024,0.0001,0,mlp,0.8666666666666666
config_8,0.5,1e-05,512,1024,0.0,3,knn,0.8
config_7,0.5,0.0001,256,1024,0.0,3,mlp,0.8
config_8,0.5,1e-05,512,1024,0.0,2,mlp,0.6166666666666666
config_5,1.0,0.0001,512,1024,0.0,0,mlp,0.638095238095238
config_9,0.5,0.001,512,1024,0.0,0,mlp,0.7142857142857142
config_9,0.5,0.001,512,1024,0.0,1,knn,0.698095238095238
config_9,0.5,0.001,512,1024,0.0,1,mlp,0.698095238095238
config_9,0.5,0.001,512,1024,0.0,0,knn,1.0
config_7,0.5,0.0001,256,1024,0.0,4,mlp,0.8933333333333333
config_8,0.5,1e-05,512,1024,0.0,1,mlp,0.4933333333333333
config_9,0.5,0.001,512,1024,0.0,2,mlp,0.8047619047619048
config_9,0.5,0.001,512,1024,0.0,3,knn,0.8666666666666666
config_9,0.5,0.001,512,1024,0.0,4,knn,0.7933333333333332
config_9,0.5,0.001,512,1024,0.0,2,knn,0.8047619047619048
config_9,0.5,0.001,512,1024,0.0,3,mlp,0.5666666666666667
config_8,0.5,1e-05,512,1024,0.0,1,knn,0.76
config_9,0.5,0.001,512,1024,0.0,4,mlp,0.6933333333333332
config_31,0.3,1e-05,256,1024,0.0,2,mlp,0.5
config_38,0.7,1e-05,512,256,0.0,2,mlp,0.6166666666666666
config_36,0.7,0.001,512,256,0.0,2,knn,0.8333333333333333
config_23,0.1,1e-05,128,256,0.0,4,mlp,0.5
config_6,0.5,0.0001,128,1024,0.0,1,knn,0.698095238095238
